date_time,station_id,rh,eto,etr,rso,ea_avg,precip,rh_max,rh_min,rh_tmn,rh_tmx,td_avg,td_max,td_min,td_tmn,td_tmx,co2_avg,ppf_avg,solarmj,wet_pct,airt_avg,airt_max,airt_min,airt_tmn,airt_tmx,lwdn_avg,lwup_avg,pressure,swdn_avg,swup_avg,windd_sd,windd_avg,winds_avg,winds_max,winds_tmx,netrad_avg,fan_rmp_avg,visibilitymiles,batt_volt_min,surfacet1_avg,surfacet2_avg,visibilitymiles_avg,pressurekpasealevel
7/11/2019 14:59,1279257,17,0.029,0.034,3.223,0.845,0,20,14,11JUL2019:14:13:41,11JUL2019:14:01:41,40.1,45.5,36.1,11JUL2019:14:13:44,11JUL2019:14:01:44,423.4,1839,3.064,0,90.7,92.1,89.8,11JUL2019:14:34:32,11JUL2019:14:52:22,501.5,409.8,86,195.5,900,62,292,3.355,14.093,11JUL2019:14:40:03,612.8,4478,19.884,12.51,88.7,94.8,19.2,101.5
7/11/2019 15:59,1279257,16,0.027,0.031,2.782,0.842,0,18,13,11JUL2019:15:29:51,11JUL2019:15:24:31,40.1,43.7,34.9,11JUL2019:15:29:54,11JUL2019:15:24:34,425,1568,2.63,0,91.2,92.7,90.1,11JUL2019:15:21:42,11JUL2019:15:17:02,498.4,408.9,85.9,179,772,67,297,2.684,10.514,11JUL2019:15:49:05,503.5,4470,19.884,12.55,86.7,93.9,19.014,101.4
7/11/2019 16:59,1279257,16,0.022,0.026,2.202,0.782,0,19,13,11JUL2019:16:11:21,11JUL2019:16:56:51,38.1,44.4,34.9,11JUL2019:16:11:24,11JUL2019:16:56:54,426.4,1221,2.083,0,91,92.5,89.8,11JUL2019:16:56:42,11JUL2019:16:16:02,488.6,404.3,85.8,152,606.3,77,277,2.237,10.066,11JUL2019:16:25:46,370,4469,19.884,12.53,85.1,88.9,19.573,101.3
7/11/2019 17:59,1279257,23,0.017,0.02,1.534,0.826,0,32,14,11JUL2019:17:01:21,11JUL2019:17:14:41,39.6,55.8,36.1,11JUL2019:17:32:54,11JUL2019:17:14:44,427.8,830,1.469,0,89.4,91.6,80.8,11JUL2019:17:14:32,11JUL2019:17:59:02,469.9,396.3,85.8,109.1,416.8,69,300,1.566,9.171,11JUL2019:17:16:10,234.1,4399,19.884,12.23,83.5,78.1,19.014,101.3
7/11/2019 18:59,1279257,18,0.011,0.013,0.8280001,0.857,0,22,14,11JUL2019:18:04:21,11JUL2019:18:15:51,40.5,47.1,36.5,11JUL2019:18:04:24,11JUL2019:18:15:54,429.4,508,1.144,0,88.3,91,82.9,11JUL2019:18:15:32,11JUL2019:18:03:42,449.4,390.1,85.8,41.14,286,55,279,0.895,4.25,11JUL2019:18:03:06,185.5,4340,19.635,12.07,77.5,70.3,19.2,101.3
7/11/2019 19:59,1279257,21,0.007,0.008,0.203,0.879,0,25,16,11JUL2019:19:00:51,11JUL2019:19:45:51,41.2,44.2,37.6,11JUL2019:19:59:54,11JUL2019:19:13:04,434.5,94.3,0.225,0,84.4,89.2,80.8,11JUL2019:19:50:22,11JUL2019:19:00:42,430.1,377.2,85.8,2.118,36.52,41,311,0.895,4.25,11JUL2019:19:56:40,-18.47,4334,19.884,12.02,69.1,66.7,19.76,101.3
7/11/2019 20:59,1279257,23,0,0,0,0.87,0,27,20,11JUL2019:20:00:21,11JUL2019:20:21:11,41,43.2,37.6,11JUL2019:20:00:24,11JUL2019:20:21:04,437.4,-1.953,0.003,0,80.6,83.7,78.1,11JUL2019:20:58:02,11JUL2019:20:00:02,415.8,367.5,85.9,0.43,0.001,74,279,1.79,8.053,11JUL2019:20:55:46,-48.75,4296,19.884,11.87,64.2,63.7,19.325,101.4
7/11/2019 21:59,1279257,24,0,0,0,0.774,0,26,23,11JUL2019:21:23:21,11JUL2019:21:04:11,37.9,40.3,37.2,11JUL2019:21:17:24,11JUL2019:21:04:04,436.1,-3.599,0,0,78.3,80.4,76.5,11JUL2019:21:51:52,11JUL2019:21:21:22,411.7,361.5,85.9,0.713,0,66,133,2.684,9.619,11JUL2019:21:37:16,-50.89,4280,19.822,11.95,63.1,62.8,19.884,101.4
7/11/2019 22:59,1279257,25,0,0.001,0,0.792,0,27,23,11JUL2019:22:01:01,11JUL2019:22:35:11,38.5,39.7,37.8,11JUL2019:22:01:04,11JUL2019:22:10:14,438,-3.599,0,0,76.6,79.5,74.3,11JUL2019:22:31:12,11JUL2019:22:00:32,411.6,358.6,85.9,0.552,0,65,110,3.355,15.435,11JUL2019:22:54:58,-53.54,4283,19.884,11.92,63.3,63.1,19.822,101.5
7/11/2019 23:59,1279257,28,0.001,0.002,0,0.811,0,30,27,11JUL2019:23:09:21,11JUL2019:23:59:41,39.2,39.6,38.7,11JUL2019:23:24:14,11JUL2019:23:58:04,441.5,-3.599,0,0,74.3,76.6,72.1,11JUL2019:23:58:42,11JUL2019:23:08:32,410.2,354.4,85.9,0.439,0,57,55,4.026,15.659,11JUL2019:23:26:15,-56.14,4269,19.884,11.91,63.1,62.8,19.884,101.4
7/12/2019 0:59,1279257,32,0.001,0.002,0,0.82,0,34,30,12JUL2019:00:06:51,12JUL2019:00:59:31,39.4,39.7,39.2,12JUL2019:00:17:14,12JUL2019:00:57:04,446.6,-3.599,0,0,71.1,73,68.5,12JUL2019:00:55:42,12JUL2019:00:02:32,405.4,348.3,85.9,0.231,0,45,51,5.369,15.882,12JUL2019:00:22:17,-57.25,4255,19.449,11.84,62.1,61.5,19.822,101.5
7/12/2019 1:59,1279257,35,0.002,0.003,0,0.826,0,36,33,12JUL2019:01:26:21,12JUL2019:01:58:01,39.6,40.1,39.2,12JUL2019:01:32:34,12JUL2019:01:58:04,449.4,-3.599,0,0,68.7,69.8,67.6,12JUL2019:01:57:42,12JUL2019:01:24:42,399.2,343,85.9,0.692,0,52,91,4.25,16.553,12JUL2019:01:21:13,-56.88,4241,19.884,11.75,60.1,59.7,19.884,101.5
7/12/2019 2:59,1279257,36,0.001,0.002,0,0.832,0,37,35,12JUL2019:02:02:21,12JUL2019:02:51:51,39.7,40.1,39.6,12JUL2019:02:02:44,12JUL2019:02:11:54,450.8,-3.599,0,0,67.3,70.2,66.2,12JUL2019:02:59:52,12JUL2019:02:00:02,396.9,340.6,85.9,0.802,0,47,52,4.698,14.987,12JUL2019:02:56:22,-57.06,4230,19.884,11.78,59.5,59.2,19.884,101.4
7/12/2019 3:59,1279257,39,0.001,0.002,0,0.836,0,40,37,12JUL2019:03:03:21,12JUL2019:03:58:51,39.9,40.3,39.7,12JUL2019:03:34:24,12JUL2019:03:58:54,451.5,-3.599,0,0,66,67.3,64.6,12JUL2019:03:57:22,12JUL2019:03:48:12,393.8,338.2,85.9,0.72,0,58,75,4.474,15.435,12JUL2019:03:36:02,-56.34,4225,19.884,11.76,58.5,58.1,19.822,101.5
7/12/2019 4:59,1279257,40,0.001,0.002,0,0.839,0,41,40,12JUL2019:04:10:11,12JUL2019:04:35:41,39.9,40.3,39.7,12JUL2019:04:59:54,12JUL2019:04:28:04,452.8,-2.971,0.001,0,64.8,65.5,63.9,12JUL2019:04:24:02,12JUL2019:04:20:12,391.3,335.3,86,0.928,0,46,41,5.145,17.896,12JUL2019:04:53:49,-57.01,4209,19.449,11.62,57.9,57.6,19.822,101.5
7/12/2019 5:59,1279257,41,0.004,0.006,0.09,0.839,0,42,40,12JUL2019:05:01:51,12JUL2019:05:49:31,39.9,40.3,39.7,12JUL2019:05:02:34,12JUL2019:05:28:44,452.7,31.28,0.04,0,63.9,65.3,63.1,12JUL2019:05:49:22,12JUL2019:05:00:32,387.8,332.9,86,2.565,9.55,63,117,4.25,15.211,12JUL2019:05:59:58,-47.99,4210,19.884,11.69,56.5,56.5,19.822,101.5
7/12/2019 6:59,1279257,43,0.003,0.005,0.6390001,0.857,0,46,39,12JUL2019:06:57:01,12JUL2019:06:30:41,40.5,43.3,39.7,12JUL2019:06:01:24,12JUL2019:06:30:24,451.5,96.4,0.125,0,64.9,66.6,63.5,12JUL2019:06:12:22,12JUL2019:06:59:02,391.2,335,86,6.247,36.55,60,67,4.25,18.567,12JUL2019:06:04:35,-25.89,4220,19.884,11.75,57.7,57.6,19.822,101.5
7/12/2019 7:59,1279257,38,0.004,0.006,1.332,0.902,0,40,35,12JUL2019:07:50:21,12JUL2019:07:09:51,41.9,43.3,40.8,12JUL2019:07:00:01,12JUL2019:07:59:54,444.8,615,1.087,0,68.9,72,66.2,12JUL2019:07:00:01,12JUL2019:07:59:22,407.9,350.4,86,55.3,320.2,50,134,3.579,11.632,12JUL2019:07:49:46,207.4,4267,19.884,11.8,61.2,65.1,19.76,101.6
7/12/2019 8:59,1279257,40,0.009,0.012,2.014,1.104,0,46,33,12JUL2019:08:16:31,12JUL2019:08:57:01,46.9,52.7,42.6,12JUL2019:08:11:44,12JUL2019:08:58:34,449.4,1103,1.895,0,73,74.8,71.6,12JUL2019:08:19:12,12JUL2019:08:25:12,444.9,367.7,86,132.3,549.4,55,62,3.132,13.869,12JUL2019:08:10:20,339.9,4460,17.088,12.28,75.9,76.1,18.765,101.5
7/12/2019 9:59,1279257,45,0.015,0.018,2.603,1.33,0,50,40,12JUL2019:09:53:51,12JUL2019:09:15:51,52.2,56.5,50.4,12JUL2019:09:03:04,12JUL2019:09:44:14,457,1355,2.293,0,74.7,77.7,72.5,12JUL2019:09:19:02,12JUL2019:09:44:02,465.9,386.1,86,150.4,663,65,17,2.237,6.487,12JUL2019:09:17:43,432.8,4516,15.534,12.7,84.9,81.1,17.771,101.5
7/12/2019 10:59,1279257,44,0.018,0.02,3.057,1.283,0,49,38,12JUL2019:10:53:11,12JUL2019:10:02:31,51.3,56.1,48.7,12JUL2019:10:42:24,12JUL2019:10:02:24,443.6,566.1,1.001,0,75.7,77.7,72.7,12JUL2019:10:29:42,12JUL2019:10:59:42,445.3,403.6,86,58.5,266.6,59,346,1.79,6.711,12JUL2019:10:47:47,166.4,4509,17.274,12.62,75.9,75.6,17.585,101.5
7/12/2019 11:59,1279257,32,0.009,0.011,3.371,1.179,0,41,23,12JUL2019:11:58:51,12JUL2019:11:00:31,48.9,52,43.7,12JUL2019:11:35:04,12JUL2019:11:42:04,429.3,1988,3.315,0,81.9,87.1,76.1,12JUL2019:11:00:32,12JUL2019:11:55:52,488.1,401.9,86,205.3,967,58,49,2.908,9.619,12JUL2019:11:04:40,675.9,4484,19.884,12.57,91,88.7,17.709,101.5
7/12/2019 12:59,1279257,27,0.027,0.031,3.512,1.162,0,31,23,12JUL2019:12:57:31,12JUL2019:12:27:31,48.6,53.8,45.3,12JUL2019:12:13:04,12JUL2019:12:27:34,424.8,1884,3.13,0,86.2,88.9,84,12JUL2019:12:08:02,12JUL2019:12:29:12,499.9,415,85.9,186.6,908,62,7,2.684,7.829,12JUL2019:12:31:38,636.1,4476,19.884,12.57,92.7,92.5,18.455,101.4
7/12/2019 13:59,1279257,24,0.026,0.03,3.443,1.087,0,30,18,12JUL2019:13:51:51,12JUL2019:13:05:31,46.8,52.9,41.9,12JUL2019:13:51:54,12JUL2019:13:05:34,424.7,1993,3.3,0,88.7,92.1,85.8,12JUL2019:13:03:52,12JUL2019:13:54:42,506.9,413.3,85.8,200.8,966,73,31,2.684,9.171,12JUL2019:13:13:20,671.8,4459,19.884,12.48,94.8,93.7,17.895,101.3
7/12/2019 14:59,1279257,22,0.028,0.032,3.188,0.984,0,27,17,12JUL2019:14:48:11,12JUL2019:14:20:51,44.1,51.8,41.2,12JUL2019:14:49:34,12JUL2019:14:20:54,425,1821,3.023,0,90,92.7,88,12JUL2019:14:17:12,12JUL2019:14:52:32,507.2,415.6,85.8,191.6,885,67,322,2.461,8.5,12JUL2019:14:42:20,602.1,4453,19.884,12.46,91.4,96.3,18.828,101.3
7/12/2019 15:59,1279257,21,0.026,0.029,2.762,1.002,0,25,17,12JUL2019:15:52:11,12JUL2019:15:35:11,44.6,51.8,40.8,12JUL2019:15:52:14,12JUL2019:15:35:14,426.6,1552,2.598,0,90.5,91.9,89.2,12JUL2019:15:04:22,12JUL2019:15:15:42,505.1,415.7,85.7,175.4,759.6,76,304,2.013,7.382,12JUL2019:15:36:59,494.8,4456,16.963,12.44,90,95.9,18.703,101.2
7/12/2019 16:59,1279257,20,0.021,0.024,2.183,0.957,0,25,16,12JUL2019:16:45:51,12JUL2019:16:04:31,43.3,51.8,39.4,12JUL2019:16:45:54,12JUL2019:16:04:34,426.3,1213,2.072,0,90.7,92.7,89.4,12JUL2019:16:35:32,12JUL2019:16:51:22,497.9,410.3,85.6,149.6,600.2,69,248,1.566,6.711,12JUL2019:16:59:21,363,4457,19.884,12.45,88.9,91.8,19.014,101.1
7/12/2019 17:59,1279257,22,0.017,0.019,1.516,0.932,0,29,14,12JUL2019:17:36:31,12JUL2019:17:06:31,42.6,53.8,36.3,12JUL2019:17:23:24,12JUL2019:17:06:34,427.4,822,1.46,0,89.6,92.3,78.8,12JUL2019:17:06:12,12JUL2019:17:40:32,473.8,401.5,85.6,107.5,413.8,61,283,1.79,9.619,12JUL2019:17:23:43,234,4382,19.884,12.24,85.3,79.3,19.138,101.1
7/12/2019 18:59,1279257,23,0.011,0.013,0.8200001,0.98,0,30,16,12JUL2019:18:02:41,12JUL2019:18:19:01,43.9,53.4,40.5,12JUL2019:18:22:44,12JUL2019:18:14:44,427.8,494.5,1.113,0,88.5,91.8,77.7,12JUL2019:18:14:32,12JUL2019:18:05:52,450.2,395,85.6,39.29,275.1,65,277,0.895,4.474,12JUL2019:18:20:27,180.6,4344,19.884,12.08,78.1,70.5,19.263,101.1
7/12/2019 19:59,1279257,22,0.007,0.008,0.198,0.941,0,26,18,12JUL2019:19:02:51,12JUL2019:19:35:31,43,46.4,39.4,12JUL2019:19:58:44,12JUL2019:19:21:34,433.2,89.2,0.21,0,84.9,89.6,81.5,12JUL2019:19:54:32,12JUL2019:19:00:12,433.8,383,85.6,0.435,33.25,41,334,0.895,5.816,12JUL2019:19:50:54,-17.92,4308,19.884,11.99,70.5,67.8,19.822,101.1
7/12/2019 20:59,1279257,26,0,0,0,0.915,0,30,21,12JUL2019:20:02:41,12JUL2019:20:24:01,42.3,46.8,39.2,12JUL2019:20:02:44,12JUL2019:20:23:54,437.6,-2.367,0.002,0,81.5,83.7,79.5,12JUL2019:20:19:32,12JUL2019:20:00:22,422,369.9,85.7,0.074,0,45,50,3.355,11.185,12JUL2019:20:29:26,-52.17,4288,19.822,11.94,66.4,65.8,19.325,101.2
7/12/2019 21:59,1279257,33,0.001,0.002,0,0.976,0,42,24,12JUL2019:21:00:01,12JUL2019:21:52:11,43.7,48.4,40.5,12JUL2019:21:07:04,12JUL2019:21:50:44,444.2,-3.598,0,0,76.3,80.6,71.6,12JUL2019:21:50:32,12JUL2019:21:00:52,412.6,360.6,85.8,-0.667,0,67,80,2.237,8.724,12JUL2019:21:14:36,-51.35,4279,19.2,11.86,63.5,63,19.573,101.3
7/12/2019 22:59,1279257,35,0,0,0,0.987,0,41,30,12JUL2019:22:56:41,12JUL2019:22:01:01,44.2,47.3,41.4,12JUL2019:22:59:24,12JUL2019:22:00:14,441.4,-3.598,0,0,74.8,75.7,72.1,12JUL2019:22:00:42,12JUL2019:22:37:52,404.6,355.7,85.8,2.014,0,40,164,1.566,6.935,12JUL2019:22:04:36,-50.92,4267,19.884,11.78,60.4,61.2,19.449,101.3
7/12/2019 23:59,1279257,31,0,0,0,0.836,0,35,28,12JUL2019:23:59:51,12JUL2019:23:08:31,39.9,44.2,37.9,12JUL2019:23:59:54,12JUL2019:23:06:24,447.2,-3.598,0,0,73.6,75.6,71.2,12JUL2019:23:09:02,12JUL2019:23:03:52,407.2,364.2,85.8,0.873,0,68,106,2.684,10.737,12JUL2019:23:53:44,-43.87,4255,19.884,11.76,62.1,62.1,19.822,101.3
7/13/2019 0:59,1279257,29,0,0.001,0,0.774,0,31,27,13JUL2019:00:07:31,13JUL2019:00:27:41,37.9,38.7,37.4,13JUL2019:00:59:54,13JUL2019:00:27:44,449.7,-3.599,0,0,72,74.5,70.3,13JUL2019:00:27:12,13JUL2019:00:00:01,405.2,352,85.8,0.507,0,66,85,4.25,17.001,13JUL2019:00:50:26,-53.72,4243,19.884,11.84,61.7,61.3,19.822,101.3
7/13/2019 1:59,1279257,29,0.002,0.002,0,0.764,0,30,27,13JUL2019:01:02:21,13JUL2019:01:55:21,37.6,38.1,37,13JUL2019:01:01:54,13JUL2019:01:55:24,449,-3.599,0,0,71.2,73.8,70,13JUL2019:01:54:42,13JUL2019:01:00:01,404.7,353,85.7,0.672,0,46,39,4.474,15.211,13JUL2019:01:20:03,-52.36,4237,19.884,11.83,61.9,61.3,19.76,101.2
7/13/2019 2:59,1279257,33,0.002,0.002,0,0.79,0,36,30,13JUL2019:02:04:41,13JUL2019:02:11:11,38.5,41.4,37.6,13JUL2019:02:04:14,13JUL2019:02:11:14,450.9,-3.598,0,0,69.8,71.2,68.5,13JUL2019:02:09:52,13JUL2019:02:59:32,402.5,355.7,85.7,0.54,0,42,57,5.592,18.567,13JUL2019:02:59:54,-47.34,4229,19.884,11.71,61.3,60.8,19.884,101.2
7/13/2019 3:59,1279257,38,0.002,0.003,0,0.838,0,45,31,13JUL2019:03:00:41,13JUL2019:03:51:01,39.9,44.2,38.1,13JUL2019:03:01:14,13JUL2019:03:50:54,455.5,-3.599,0,0,68.9,70.9,64.9,13JUL2019:03:50:42,13JUL2019:03:32:22,403.5,367.2,85.8,-0.389,0,32,66,5.145,19.014,13JUL2019:03:14:34,-35.96,4227,19.884,11.81,61.7,61.2,19.76,101.3
7/13/2019 4:59,1279257,37,0.002,0.002,0,0.846,0,42,32,13JUL2019:04:40:51,13JUL2019:04:00:01,40.3,42.8,39.2,13JUL2019:04:40:54,13JUL2019:04:06:34,451.8,-3.105,0.002,0,69.1,72,66.4,13JUL2019:04:06:02,13JUL2019:04:39:42,400.3,363.6,85.8,1.336,0.044,65,134,3.132,15.659,13JUL2019:04:39:25,-37.96,4219,18.455,11.78,60.4,60.4,19.822,101.3
7/13/2019 5:59,1279257,40,0.002,0.004,0.087,0.906,0,48,31,13JUL2019:05:45:11,13JUL2019:05:59:51,41.9,46.2,39.9,13JUL2019:05:32:04,13JUL2019:05:59:44,457.8,37.41,0.089,0,68.7,72.5,65.3,13JUL2019:05:09:32,13JUL2019:05:43:22,403.8,377.7,85.9,6.063,20.93,55,81,3.579,14.316,13JUL2019:05:20:54,-11.27,4216,19.884,11.75,61.9,61.7,19.76,101.4
7/13/2019 6:59,1279257,43,0.003,0.005,0.6300001,0.921,0,51,35,13JUL2019:06:54:11,13JUL2019:06:05:01,42.4,46.9,41.4,13JUL2019:06:32:14,13JUL2019:06:02:54,453.7,144.5,0.276,0,68.9,71.1,64.8,13JUL2019:06:02:52,13JUL2019:06:58:12,406.5,380.9,85.9,17.8,71.29,62,105,3.355,16.33,13JUL2019:06:34:37,27.9,4236,18.828,11.81,63.1,62.6,19.635,101.4
7/13/2019 7:59,1279257,46,0.005,0.006,1.321,1.073,0,54,37,13JUL2019:07:52:41,13JUL2019:07:10:51,46.4,49.5,42.6,13JUL2019:07:49:54,13JUL2019:07:03:34,469.3,106.6,0.202,0,67.6,71.4,64.9,13JUL2019:07:10:42,13JUL2019:07:56:22,407.6,387.5,86,11.45,48.87,55,59,2.908,14.093,13JUL2019:07:31:01,17.39,4228,19.884,11.74,63.7,63.1,19.138,101.5
7/13/2019 8:59,1279257,38,0.004,0.005,1.992,1.036,0,44,31,13JUL2019:08:59:51,13JUL2019:08:40:21,45.5,49.8,43,13JUL2019:08:07:54,13JUL2019:08:52:24,444,291.6,0.515,0,73.2,79.3,70,13JUL2019:08:14:22,13JUL2019:08:59:22,422.8,398.6,86,32.8,139.9,63,78,2.237,10.514,13JUL2019:08:59:20,82.9,4264,19.884,11.79,68.5,68.5,19.573,101.5
7/13/2019 9:59,1279257,28,0.006,0.007,2.601,0.945,0,31,25,13JUL2019:09:34:11,13JUL2019:09:00:11,43.2,45,41.7,13JUL2019:09:34:14,13JUL2019:09:13:44,422.5,593.6,1.022,0,81,82,77.9,13JUL2019:09:03:42,13JUL2019:09:50:02,440.6,410.1,86,63.55,281.3,71,166,3.355,12.303,13JUL2019:09:44:59,187.2,4362,19.884,12.12,73.9,73.2,19.387,101.5
7/13/2019 10:59,1279257,32,0.011,0.015,3.094,1.02,0,37,26,13JUL2019:10:13:01,13JUL2019:10:59:51,45,49.5,42.8,13JUL2019:10:13:04,13JUL2019:10:59:54,422,407.4,0.72,0,79.7,81.5,76.1,13JUL2019:10:59:52,13JUL2019:10:14:32,439,412.8,86,41,186.2,64,263,2.684,11.408,13JUL2019:10:03:31,119,4351,19.014,12.14,73,72.9,19.511,101.6
